codepoint,char,mid_initial,mid_final,mid_tone,old_initial,old_nucleus,old_coda,man_initial,man_final,man_tone,can_onset,can_nucleus,can_coda,can_tone
18729,䤩,,,,,,,ʈʂʰ,a,2,,,,
18730,䤪,tʷ,ɑ,³¹,,,,t,uɔ,3,t,ɔ:,,˧˥
18731,䤫,dʐɰæm,,³³,,,,ʈʂʰ,an,2,tsʰ,a:,m,˩˨
18732,䤬,ʂɰæ,,³³,,,,ʂ,a,1,s,ɔ:,,˥
18733,䤭,,,,,,,ʂ,i,4,s,ɪ,k,˥
18734,䤮,dʑ,iᴇp̲̲,³,,,,ʂ,ɤ,4,,,,
18735,䤯,ɦ,eŋ,³³,,,,ɕ,iŋ,2,ts,ɪ,ŋ,˩˨
18736,䤰,,,,,,,,iŋ,2,,,,
18737,䤱,,,,,,,ʂ,i,4,s,ɐi,,˨
18738,䤲,,,,,,,ʈʂʰ,i,4,,,,
18739,䤳,dzjæ,,³¹,,,,,je,4,ts,ɛ:,,˨
18740,䤴,ɦɰ,ɛm,³³,,,,x,an,2,h,ɐ,m,˩˨
18741,䤵,bʷ,ɨi,³⁵,,,,f,ei,4,f,ei,,˥
18742,䤶,ʔɰ,iᴇp̲̲,³,,,,,je,4,,,,
18743,䤷,ʔj,ɤn,³⁵,,,,,jɛn,3,,a:,m,˥
18744,䤸,tʂʰɰɔŋ,,³³,,,,ts,wan,4,ts,y:,n,˧
18745,䤹,ʂj,ʊ,³³,sr,u,,s,oʊ,1,s,a:u,,˥
18746,䤺,,,,,,,tɕ,in,1,k,ɐ,n,˥
18747,䤻,dʷ,ɑ,³⁵,,,,t,uɔ,4,t,ɔ:,,˨
18748,䤼,,,,,,,ɕ,jɛn,4,s,i:,n,˧
18749,䤽,kʷɰ,ɛn,³³,,,,k,wan,1,kw,a:,n,˥
18750,䤾,,,,,,,tʰ,ɑʊ,1,tʰ,ou,,˩˨
18751,䤿,k,et̲̲,³,kh,e,̠d,tɕʰ,je,4,h,i:u,,˧
18752,䥀,ʈʰ,iᴇn,³³,,,,ʈʂʰ,an,3,,,,
18753,䥁,,,,,,,x,an,2,h,ɐ,m,˩˨
18754,䥂,mj,uŋ,³¹,,,,m,ɤŋ,4,m,ʊ,ŋ,˨
18755,䥃,ŋɰɔk̲̲,,³,,,,,yɛ,4,,,,
18756,䥄,tsʰ,u̯o,³¹,,,,tsʰ,u,4,,,,
18757,䥅,,,,,,,tɕʰ,jɛn,4,kʰ,ɐ,m,˩˨
18758,䥆,,,,,,,tɕ,in,3,kʰ,ɐ,m,˩˨
18759,䥇,,,,,,,ʂ,an,4,s,i:,n,˧
18760,䥈,m,ɑŋ,³⁵,,,,m,u,3,m,ou,,˩˧
18761,䥉,ʔʷj,ɤn,³³,,,,,yan,1,ts,y:,n,˥
18762,䥊,,,,,,,,,,tsʰ,œ:,ŋ,˥
18763,䥋,pʰɰæŋ,,³³,,,,pʰ,ɤŋ,1,p,a:,ŋ,˥
18764,䥌,,,,,,,ʈʂ,ɤŋ,4,tʰ,i:,p,˧
18765,䥍,tɕ,i,³¹,,,,ʈʂ,i,4,ts,i:,,˧
18766,䥎,dʑʷ,in,³³,,,,ʈʂʰ,,2,s,ɵ,n,˩˨
18767,䥏,ŋj,ɤ,³³,ŋ,a,ʔ,,y,3,ts,y:,,˩˧
18768,䥐,,,,,,,m,oʊ,2,m,ɐu,,˩˨
18769,䥑,,,,,,,,wan,4,,,,
18770,䥒,,,,,,,tɕ,jɑŋ,4,k,œ:,ŋ,˨
18771,䥓,,,,,,,tɕʰ,i,1,kʰ,ei,,˩˨
18772,䥔,,,,,,,s,u,4,s,ʊ,k,˥
18773,䥕,,,,,,,pʰ,je,3,,,,
18774,䥖,d,en,³³,,,,tʰ,jɛn,2,tʰ,i:,n,˩˨
18775,䥗,kʰʷ,ɑn,³¹,,,,kʰ,wan,3,f,u:,n,˧˥
18776,䥘,tɕ,u̯o,³⁵,,,,tsʰ,u,4,tsʰ,ɔ:,,˧
18777,䥙,,,,lj,u,ds,s,,4,s,ɵy,,˨
18778,䥚,,,,,,,,,,tsʰ,ɔ:,,˥
18779,䥛,k,et̲̲,³,,,,tɕ,je,1,k,i:,t,˧
18780,䥜,,,,,,,tɕ,jɛn,4,k,ɐ,n,˧
18781,䥝,ʔ,ɑu,³³,q,u,,,ɑʊ,2,,ou,,˥
18782,䥞,,,,,,,tɕ,jɑʊ,3,k,i:u,,˧˥
18783,䥟,ʔj,ɤt̲̲,³,,,,,je,4,,,,
18784,䥠,tɕ,im,³¹,,,,,,,s,a:,m,˩˨
18785,䥡,d,ep̲̲,³,,,,,je,4,ts,i:,,˧
18786,䥢,l,u̯oŋ,³³,ɡ,ə,r,l,ʊŋ,2,,,,
18787,䥣,,,,,,,ts,ɑʊ,2,ts,ɔ:,k,˨
18788,䥤,bɰɔk̲̲,,³,,,,p,ɑʊ,2,p,ɔ:,k,˨
18789,䥥,,,,,,,l,jɛn,2,l,i:,m,˩˨
18790,䥦,,,,ɡ‧l,o,̠lʔ,,,,,,,
18791,䥧,,,,,,,x,wan,2,s,y:,n,˩˨
18792,䥨,lj,ɤ,³¹,,,,l,y,4,l,ɵy,,˨
18793,䥩,mʷ,ɨi,³³,,,,,,2,m,ei,,˩˨
18794,䥪,h,en,³⁵,,,,ɕ,jɛn,3,h,i:,n,˧˥
18795,䥫,tʰ,et̲̲,³,,,,tʰ,je,3,t,i:u,,˥
18796,䥬,p,ɑk̲̲,³,,,,p,uɔ,2,p,a:,t,˨
18797,䥭,,,,,,,ʈʂ,ɤŋ,4,ts,ɪ,ŋ,˧
18798,䥮,,,,,,,ʈʂ,u,2,ts,ʊ,k,˥
18799,䥯,pɰ,ɛ,³⁵,br,e,̠lʔ,p,ei,1,p,a:,,˨
18800,䥰,mɰæŋ,,³³,,,,m,ɤŋ,2,m,ɔ:,ŋ,˩˨
18801,䥱,sjæ,,³⁵,,,,ɕ,je,3,s,ɛ:,,˧˥
18802,䥲,,,,,,,,oʊ,1,,a:u,,˥
18803,䥳,,,,,,,,,1,ts,a:u,,˥
18804,䥴,,,,,,,,,,tʰ,ɵ,n,˥
18805,䥵,h,eu,³⁵,qh,e,̠wʔ,ɕ,jɑʊ,3,h,i:u,,˧˥
18806,䥶,l,ek̲̲,³,r,e,̠ɡ,l,i,4,l,ɪ,k,˨
18807,䥷,dʐɰæt̲̲,,³,,,,ʈʂ,a,2,l,ou,,˩˧
18808,䥸,m,iᴇ,³³,,,,m,i,2,n,ei,,˩˨
18809,䥹,,,,,,,,,,,,,
18810,䥺,,,,,,,,je,2,ts,ɛ:,,˩˨
18811,䥻,,,,,,,,,,,,,
18812,䥼,,,,,,,,,,,,,
18813,䥽,,,,,,,pʰ,uɔ,1,pʰ,u:,t,˧
18814,䥾,,,,,,,ɕ,je,3,s,ɛ:,,˧˥
18815,䥿,,,,,,,,,,,,,
18816,䦀,,,,,,,,,,,,,
18817,䦁,,,,,,,,,,p,ɔ:,ŋ,˥
18818,䦂,,,,,,,ʂ,an,4,s,i:,n,˧
18819,䦃,,,,,,,ʈʂ,uɔ,1,tsʰ,œ:,ŋ,˥
18820,䦄,,,,,,,,,,,,,
18821,䦅,,,,,,,ʂ,an,4,s,i:,n,˧
18822,䦆,,,,,,,tɕ,yɛ,2,f,ɔ:,k,˧
18823,䦇,,,,,,,tɕ,i,4,k,ɐi,,˧
18824,䦈,ts,ɑ,³³,,,,tɕ,je,1,ts,ɛ:,,˥
18825,䦉,,,,,,,,,,,,,
18826,䦊,n,eu,³⁵,mɡl,e,̠wʔ,n,jɑʊ,3,,,,
18827,䦋,ŋ,ɑu,³³,,,,,ɑʊ,2,ŋ,ou,,˩˨
18828,䦌,,,,,,,ʈʂʰ,u,4,,,,
18829,䦍,ŋ,u̯ot̲̲,³,,,,,u,4,,,,
18830,䦎,,,,,,,k,wan,3,k,u:,n,˧˥
18831,䦏,ɦ,ei,³¹,ɡr,e,̠ds,ɕ,je,4,,,,
18832,䦐,,,,,,,tʰ,iŋ,3,,,,
18833,䦑,hʷ,et̲̲,³,,,,ɕ,yɛ,4,,,,
18834,䦒,d,ɑŋ,³¹,,,,t,ɑŋ,4,t,ɔ:,ŋ,˨
18835,䦓,ʈʰ,iᴇm,³³,,,,ʈʂ,an,1,ts,i:,m,˥
18836,䦔,tʰ,ɑn,³⁵,,,,tʰ,an,3,tʰ,a:,n,˧˥
18837,䦕,pʰɰ,ɛŋ,³³,,,,pʰ,ɤŋ,1,pʰ,ɪ,ŋ,˥
18838,䦖,ɦ,et̲̲,³,,,,ɕ,je,2,,,,
18839,䦗,hʷ,ɨk̲̲,³,,,,ɕ,y,4,kw,ɪ,k,˥
18840,䦘,ɦɰ,ɛn,³⁵,,,,ɕ,jɛn,4,h,a:,n,˨
18841,䦙,z,ɨ,³¹,,,,s,i,4,ts,i:,,˨
18842,䦚,hʷ,ɑt̲̲,³,,,,kʰ,wa,4,kʰ,u:,t,˧
18843,䦛,,,,,,,ʈʂ,ɤŋ,4,ts,a:,ŋ,˧
18844,䦜,,,,,,,,u,2,ŋ,,,˩˨
18845,䦝,hʷɰ,ɛk̲̲,³,,,,x,uɔ,1,,,,
18846,䦞,,,,,,,ʐ,,4,ts,ɵ,n,˨
18847,䦟,,,,,,,,,3,tsʰ,ɵy,,˧
18848,䦠,ʈɰɔk̲̲,,³,rt,o,̠ɡ,t,u,1,tsʰ,i:,,˧˥
18849,䦡,,,,,,,x,wan,2,,,,
18850,䦢,,,,,,,kʰ,uɔ,4,f,u:,t,˧
18851,䦣,,,,,,,f,u,4,,,,
18852,䦤,tʂʰʷɰæ,i,³¹,,,,ʈʂʰ,wai,4,,,,
18853,䦥,,,,,,,ɕ,jɛn,2,h,ɐ,n,˩˨
18854,䦦,,,,,,,tɕʰ,in,2,h,a:,m,˧˥
18855,䦧,h,ek̲̲,³,,,,tɕʰ,je,2,ts,ɪ,k,˥
18856,䦨,l,ɑn,³³,,,,l,an,2,l,a:,n,˩˨
18857,䦩,,,,m,ɯ,n,,,,,,,
18858,䦪,ʔɰæt̲̲,,³,qr,a,̠d,,ja,4,,,,
18859,䦫,,,,,,,,iŋ,1,ts,ɪ,ŋ,˥
18860,䦬,kʰʷ,et̲̲,³,,,,tɕʰ,yɛ,4,,,,
18861,䦭,,,,,,,x,ɑŋ,1,,,,
18862,䦮,,,,,,,ʈʂʰ,,3,,,,
18863,䦯,ɖ,i,³¹,ɡ‧l,i,ɡs,ʈʂ,i,4,ts,i:,,˧
18864,䦰,,,,,,,,,,k,ɐu,,˥
18865,䦱,ɦʷɰ,iᴇ,³⁵,ɢʷ,a,lʔ,,,3,w,ɐi,,˧˥
18866,䦲,j,iᴇm,³³,ɢl,a,wɡ,,jɛn,2,ts,i:,m,˩˨
18867,䦳,hj,aŋ,³¹,qhj,a,ŋs,ɕ,jɑŋ,4,,,,
18868,䦴,,,,,,,,i,4,ts,ɪ,k,˨
18869,䦵,n,ei,³⁵,,,,n,i,3,,,,
18870,䦶,,,,,,,ʈʂ,ɤŋ,4,ts,a:,ŋ,˧
18871,䦷,,,,,,,ʈʂʰ,wai,4,tsʰ,ɵy,,˧
18872,䦸,,,,,,,,,,,,,
18873,䦹,dʑ,ip̲̲,³,,,,ʂ,i,2,s,a:,p,˨
18874,䦺,t,eŋ,³³,t,e,̠ŋ,t,iŋ,1,tsʰ,ɐ,p,˧
18875,䦻,ts,ɨ,³⁵,,,,ts,i,3,ts,i:,,˧˥
18876,䦼,pʰ,ɨk̲̲,³,,,,tɕ,yɛ,2,kʰ,y:,t,˧
18877,䦽,zj,ɤ,³⁵,,,,ɕ,y,4,ts,ɵy,,˨
18878,䦾,jʷ,iᴇn,³³,,,,,yan,2,w,a:,n,˩˧
18879,䦿,,,,,,,,,,,,,
18880,䧀,,,,,,,,,,,,,
18881,䧁,hj,ʊ,³³,,,,ɕ,y,3,,,,
18882,䧂,tɕ,iᴇu,³¹,,,,t,ɑʊ,4,ts,i:u,,˨
18883,䧃,d,en,³³,,,,tʰ,jɛn,2,tʰ,i:,n,˩˨
18884,䧄,k,ɑk̲̲,³,,,,k,ɤ,4,,a:,k,˥
18885,䧅,j,i,³³,,,,,i,2,ts,i:,,˩˨
18886,䧆,ɦ,uŋ,³³,,,,x,ʊŋ,2,h,ʊ,ŋ,˩˨
18887,䧇,ʔ,ɨi,³³,q,ɯ,l,,i,1,ts,i:,,˥
18888,䧈,,,,,,,,,,,,,
18889,䧉,l,ɨ,³⁵,,,,l,i,3,l,ei,,˩˧
18890,䧊,kʰ,u̯ok̲̲,³,k,u,̠ɡ,kʰ,u,1,,,,
18891,䧋,ɦ,en,³⁵,,,,ɕ,jɛn,3,h,i:,n,˧˥
18892,䧌,sʷ,i,³³,,,,s,,1,s,ɵy,,˥
18893,䧍,kʰɰjæk̲̲,,³,,,,ɕ,i,4,kw,ɪ,k,˥
18894,䧎,ɦʷ,en,³⁵,,,,ɕ,yan,4,,,,
18895,䧏,,,,,,,,,,,,,
18896,䧐,kʷ,ɑk̲̲,³,,,,,,,kw,ɪ,k,˥
18897,䧑,t,ei,³³,,,,t,i,1,tʰ,a:i,,˩˨
18898,䧒,l,əi,³³,,,,l,ai,2,l,ɔ:i,,˩˨
18899,䧓,,,,,,,ʈʂ,oʊ,1,ts,ɐu,,˥
18900,䧔,,,,,,,n,jɛn,4,n,i:,m,˨
18901,䧕,ɦʲ,ɨk̲̲,³,,,,ʈʂʰ,ɤŋ,2,s,ɪ,ŋ,˩˨
18902,䧖,dz,iᴇn,³⁵,z,e,nʔ,tɕ,jɛn,4,tsʰ,i:,n,˩˧
18903,䧗,b,ɨk̲̲,³,,,,p,i,4,,,,
18904,䧘,ɖʷ,iᴇn,³⁵,ɡ‧l,o,nʔ,ʈʂ,wan,4,s,a:i,,˧
18905,䧙,,,,,,,l,iŋ,2,l,ɪ,ŋ,˩˨
18906,䧚,ɦ,ɑu,³⁵,,,,x,ɑʊ,4,h,ou,,˨
18907,䧛,b,ɑŋ,³¹,,,,p,ɑŋ,4,p,ɔ:,ŋ,˨
18908,䧜,d,ɑŋ,³³,,,,tʰ,ɑŋ,2,tsʰ,ɐ,ŋ,˩˨
18909,䧝,tɕʰ,ɨ,³³,,,,ʈʂʰ,i,1,tsʰ,i:,,˥
18910,䧞,b,ɨu,³⁵,,,,m,a,4,m,a:,,˨
18911,䧟,,,,,,,ɕ,jɛn,4,h,a:,m,˨
18912,䧠,dʑʷ,iᴇn,³⁵,,,,ʂ,wan,4,s,ɵ,n,˩˨
18913,䧡,,,,,,,,jʊŋ,1,ts,ʊ,ŋ,˩˨
18914,䧢,ʔ,u,³³,kh,o,,tɕʰ,y,1,kʰ,ɵy,,˥
18915,䧣,,,,,,,,,,ts,a:,n,˥
18916,䧤,p,uk̲̲,³,,,,pʰ,u,2,p,ʊ,k,˨
18917,䧥,ɦʷ,ei,³¹,,,,x,,4,w,ɐi,,˨
18918,䧦,ɦʲʷ,iᴇ,³¹,qhʷr,a,l,,,2,w,ɐi,,˩˨
18919,䧧,ŋɰ,iᴇ,³⁵,,,,,i,3,,,,
18920,䧨,pɰ,ip̲̲,³,,,,,je,4,ts,i:,p,˨
18921,䧩,,,,,,,,,,,,,
18922,䧪,tɕʰ,iᴇp̲̲,³,,,,ʈʂʰ,ɤ,4,,,,
18923,䧫,ɦ,ɑu,³³,,,,x,ɑʊ,2,h,ou,,˩˨
18924,䧬,,,,,,,p,in,1,p,a:i,,˥
18925,䧭,,,,,,,,,,,,,
18926,䧮,,,,,,,ɕ,jɛn,4,h,i:,n,˧
18927,䧯,dʐɰæm,,³³,,,,ʈʂʰ,an,2,tsʰ,a:,m,˩˨
18928,䧰,ɦ,u̯on,³⁵,ɡ,u,̠nʔ,x,,4,,,,
18929,䧱,k,ɨu,³³,,,,,,,k,a:u,,˥
18930,䧲,k,ɑn,³³,,,,x,an,4,k,ɔ:,n,˥
18931,䧳,tsʰ,iᴇ,³³,,,,tsʰ,i,2,tsʰ,i:,,˥
18932,䧴,tɕ,iᴇ,³³,kj,e,,ʈʂ,i,1,ts,i:,,˥
18933,䧵,ɖɰ,im,³¹,,,,tɕʰ,i,2,ts,a:,m,˨
18934,䧶,,,,,,,kʰ,,2,p,ɐ,k,˨
18935,䧷,ȵ,ɨu,³³,,,,ʐ,oʊ,2,,,,
18936,䧸,,,,,,,,,,k,u:,,˥
18937,䧹,ʔ,ɨŋ,³³,q,ɯ,ŋ,,iŋ,1,ts,ɪ,ŋ,˥
18938,䧺,,,,,,,ɕ,jʊŋ,2,h,ʊ,ŋ,˩˨
18939,䧻,k,əp̲̲,³,,,,,,,k,ɐ,p,˧
18940,䧼,k,u̯ok̲̲,³,,,,x,u,2,h,ʊ,k,˨
18941,䧽,,,,,,,tsʰ,,3,,,,
18942,䧾,ɕj,ɤ,³³,,,,,,,s,y:,,˥
18943,䧿,tsʰj,ak̲̲,³,sh,a,ɡ,tɕʰ,yɛ,4,tsʰ,œ:,k,˧
18944,䨀,,,,,,,t,i,2,t,ɛ:,k,˨
18945,䨁,mj,ʊ,³¹,,,,,u,4,m,ou,,˨
18946,䨂,ts,ɨu,³³,,,,tɕʰ,,1,tsʰ,ɐu,,˥
18947,䨃,,,,,,,,,,,,,
18948,䨄,ʔ,əm,³³,q,ɯ,̠m,,jɛn,4,,a:,m,˥
18949,䨅,l,eu,³³,,,,l,jɑʊ,2,l,i:u,,˩˨
18950,䨆,p,iᴇi,³¹,,,,p,i,2,p,ɐi,,˧
18951,䨇,,,,,,,,,,s,œ:,ŋ,˥
18952,䨈,,,,,,,p,in,1,p,ɐ,n,˥
18953,䨉,ʔɰ,ɛŋ,³³,,,,,,,ts,ɪ,ŋ,˥
18954,䨊,ʔʷ,en,³³,qʷ,i,̠n,,yan,1,,,,
18955,䨋,,,,,,,n,yɛ,4,ts,œ:,k,˨
18956,䨌,,,,,,,p,ɑʊ,2,p,ɔ:,k,˨
18957,䨍,,,,,,,,iŋ,3,ts,ɪ,ŋ,˩˨
18958,䨎,,,,,,,x,ʊŋ,2,w,ɐ,ŋ,˩˨
18959,䨏,dz,i,³³,,,,tsʰ,i,2,tsʰ,ɛ:,k,˧
18960,䨐,ɦɰ,ɛp̲̲,³,,,,tɕʰ,ja,4,h,a:,p,˥
18961,䨑,d,ei,³³,,,,tʰ,i,2,tʰ,ɐi,,˩˨
18962,䨒,ɦʲj,ʊ,³⁵,ɢʷ,a,s,,y,4,w,u:,,˨
18963,䨓,,,,,,,l,ei,2,l,ɵy,,˩˨
18964,䨔,,,,,,,p,ɑʊ,2,p,ɔ:,k,˨
18965,䨕,ʔj,ʊ,³³,,,,,,,w,u:,,˥
18966,䨖,,,,,,,tɕ,i,4,ts,ɐi,,˧
18967,䨗,b,ɨu,³³,,,,f,u,2,f,u:,,˥
18968,䨘,s,en,³¹,sqh,e,̠ns,ɕ,jɛn,4,s,i:,n,˧
18969,䨙,,,,,,,tsʰ,ən,2,ts,a:,m,˩˨
18970,䨚,,,,,,,x,u,1,f,ɐ,t,˥
18971,䨛,ʂɰæk̲̲,,³,,,,s,ɤ,4,s,ɪ,k,˥
18972,䨜,,,,,,,p,ɤŋ,1,p,a:,ŋ,˥
18973,䨝,tsʰ,iᴇŋ,³³,,,,tɕʰ,iŋ,1,tsʰ,ɪ,ŋ,˥
18974,䨞,ɦʲj,ʊ,³⁵,ɢʷ,a,ʔ,,y,3,ts,y:,,˧
18975,䨟,ʔʷɰæ,,³³,,,,,wa,1,w,a:,,˥
18976,䨠,ʔ,ɑi,³¹,,,,,ai,3,,ɔ:i,,˧˥
18977,䨡,ɦ,əm,³³,ɡ,u,̠m,x,an,2,h,ɐ,m,˩˨
18978,䨢,d,əm,³⁵,,,,t,an,4,t,a:,m,˨
18979,䨣,kɰ,ɛk̲̲,³,kr,ɯ,̠ɡ,k,ɤ,2,k,a:,k,˧
18980,䨤,d,ek̲̲,³,,,,t,i,2,t,ɪ,k,˨
18981,䨥,tɕ,iᴇk̲̲,³,,,,x,uɔ,4,s,œ:,ŋ,˥
18982,䨦,pʰ,ɑŋ,³³,,,,pʰ,ɑŋ,1,pʰ,ɔ:,ŋ,˩˨
18983,䨧,,,,,,,,,,ts,a:,m,˥
18984,䨨,d,u̯oi,³³,,,,ʈʂ,,1,ts,a:,,˥
18985,䨩,,,,,,,l,iŋ,2,l,ɪ,ŋ,˩˨
18986,䨪,mɰ,ɛi,³³,,,,m,ai,2,m,ɐi,,˩˨
18987,䨫,mɰ,ɛk̲̲,³,,,,m,ai,4,m,a:,k,˨
18988,䨬,l,əm,³³,,,,l,jɛn,2,l,i:,m,˩˨
18989,䨭,s,iᴇu,³³,,,,ɕ,jɑʊ,1,s,i:u,,˥
18990,䨮,sʷ,iᴇt̲̲,³,sqhʷ,e,d,ɕ,yɛ,3,s,y:,t,˧
18991,䨯,,,,,,,ʈʂ,ən,4,ts,a:,n,˨
18992,䨰,pʰ,ɑk̲̲,³,,,,pʰ,uɔ,4,p,u:,n,˧˥
18993,䨱,pʰj,uk̲̲,³,,,,f,u,4,f,ʊ,k,˨
18994,䨲,n,u,³³,,,,n,oʊ,2,,,,
18995,䨳,h,ɨi,³³,qhr,i,ls,ɕ,i,4,h,ei,,˥
18996,䨴,d,u̯oi,³¹,d,u,̠bs,t,,4,t,ɵy,,˨
18997,䨵,d,əm,³¹,,,,t,an,4,tʰ,ɐ,m,˩˨
18998,䨶,,,,,,,,yn,3,w,ɐ,n,˩˧
18999,䨷,,,,sqh,e,̠ns,ɕ,jɛn,4,s,i:,n,˩˨
19000,䨸,ʔ,ɨn,³⁵,,,,,in,3,ts,a:,n,˧˥
19001,䨹,ɕj,uk̲̲,³,,,,ʂ,u,1,s,ʊ,k,˥
19002,䨺,,,,,,,t,,4,,,,
19003,䨻,bɰ,ɛŋ,³¹,,,,p,ɤŋ,4,,,,
19004,䨼,ɦ,u̯o,³¹,ɡʷ,a,̠ɡs,x,u,4,w,u:,,˨
19005,䨽,pʰʷ,ɨi,³⁵,ph,ɯ,lʔ,f,ei,3,,,,
19006,䨾,bʷ,ɨi,³¹,,,,f,ei,4,f,ei,,˧˥
19007,䨿,dz,ɑp̲̲,³,,,,ts,a,2,,,,
19008,䩀,,,,,,,p,ei,4,p,ei,,˧
19009,䩁,pʷ,ɨi,³³,ph,ɯ,l,f,ei,1,f,ei,,˥
19010,䩂,ɦɰæm,,³³,,,,ɕ,jɛn,1,,,,
19011,䩃,dʑ,iᴇ,³¹,,,,ʂ,i,4,,,,
19012,䩄,,,,,,,m,jɛn,3,tʰ,i:,n,˧˥
19013,䩅,,,,,,,ʈʂ,an,3,ts,i:,n,˧˥
19014,䩆,tʂɰæn,,³⁵,,,,ʈʂ,an,3,,,,
19015,䩇,ʈɰ,ɛm,³³,,,,ʈʂ,an,1,,,,
19016,䩈,h,u̯oi,³¹,,,,x,,4,p,ɪ,k,˥
19017,䩉,bj,ʊ,³¹,b,a,ʔ,f,u,3,f,u:,,˧˥
19018,䩊,ʔʷ,ɑt̲̲,³,,,,,wan,3,ts,y:,n,˧˥
19019,䩋,mʷ,ɑ,³⁵,,,,m,uɔ,3,m,ɔ:,,˥
19020,䩌,dz,iᴇu,³³,sk,e,w,tɕʰ,jɑʊ,2,tsʰ,i:u,,˩˨
19021,䩍,l,iᴇu,³⁵,,,,l,jɑʊ,3,l,i:u,,˩˨
19022,䩎,,,,,,,,,,,,,
19023,䩏,m,et̲̲,³,,,,m,je,4,m,i:,t,˨
19024,䩐,k,iᴇk̲̲,³,,,,x,u,1,f,a:,t,˥
19025,䩑,,,,,,,x,ʊŋ,2,w,ɐ,ŋ,˩˨
19026,䩒,hj,ʊ,³³,ɢʷ,a,,,y,2,ts,y:,,˥
19027,䩓,,,,,,,tɕʰ,i,2,kʰ,ei,,˩˨
19028,䩔,bʷ,ɑn,³³,,,,t,uɔ,4,p,ɔ:,ŋ,˧˥
19029,䩕,ŋ,ɑŋ,³³,ŋ,a,̠ŋ,,ɑŋ,2,ŋ,ɔ:,ŋ,˩˨
19030,䩖,ʂɰæ,,³³,,,,,,,s,a:,,˥
19031,䩗,,,,,,,p,a,4,p,a:,,˧
19032,䩘,,,,,,,t,i,4,t,a:i,,˥
19033,䩙,ɦʷ,en,³⁵,,,,ɕ,yan,4,ts,y:,n,˩˨
19034,䩚,t,ei,³³,,,,t,i,4,t,a:i,,˥
19035,䩛,pɰ,i,³¹,bl,i,ɡ,p,i,4,p,i:,t,˥
19036,䩜,,,,ɡ‧l,ɯ,ws,ʈʂ,oʊ,4,ts,ɐu,,˨
19037,䩝,,,,,,,pʰ,ɑʊ,2,pʰ,ɐu,,˩˨
19038,䩞,t,ep̲̲,³,kh‧l,e,̠b,tʰ,je,2,,,,
19039,䩟,tʰ,ei,³¹,,,,,i,2,ts,i:,,˩˨
19040,䩠,tʰ,eŋ,³³,,,,,,,tʰ,ɪ,ŋ,˥
19041,䩡,k,əp̲̲,³,kr,e,̠b,tɕ,ja,2,k,a:,p,˧
19042,䩢,tɕ,iᴇt̲̲,³,,,,ʈʂ,i,4,t,ɐ,t,˧
19043,䩣,tʰ,u̯o,³³,,,,tʰ,u,2,pʰ,ou,,˩˨
19044,䩤,k,iᴇk̲̲,³,qh,e,̠d,ɕ,je,2,k,i:,t,˧
19045,䩥,,,,,,,t,an,4,,,,
19046,䩦,d,eu,³³,,,,tʰ,jɑʊ,2,tʰ,i:u,,˩˨
19047,䩧,,,,,,,ɕ,je,4,h,y:,t,˧
19048,䩨,ʈʰj,aŋ,³¹,,,,ʈʂʰ,ɑŋ,4,tsʰ,œ:,ŋ,˧
19049,䩩,ʔʷj,ɤn,³³,,,,,yan,3,,,,
19050,䩪,kʷ,ɑn,³⁵,k,o,̠nʔ,k,wan,3,k,u:,n,˧˥
19051,䩫,,,,,,,l,jɑŋ,3,l,œ:,ŋ,˩˧
19052,䩬,p,uŋ,³⁵,,,,p,ɤŋ,3,p,ʊ,ŋ,˧˥
19053,䩭,kɰ,iᴇ,³³,,,,,,,k,ei,,˥
19054,䩮,l,uk̲̲,³,,,,l,u,4,l,ʊ,k,˨
19055,䩯,kʰ,ɨk̲̲,³,khr,ɯ,ɡ,tɕ,i,2,k,ɪ,k,˨
19056,䩰,ts,ip̲̲,³,,,,ɕ,yan,4,k,y:,n,˥
19057,䩱,ʂj,ʊ,³³,,,,ʂ,u,4,ts,y:,,˩˨
19058,䩲,t,u̯o,³³,,,,t,u,1,t,ou,,˥
19059,䩳,kʰ,u,³³,,,,s,oʊ,1,tsʰ,ʊ,k,˥
19060,䩴,ɦ,u̯o,³³,,,,x,u,2,w,u:,,˩˨
19061,䩵,ɦʲj,un,³¹,ɢr,u,ns,,yn,4,w,ɐ,n,˨
19062,䩶,ʈʰ,iᴇŋ,³⁵,kh‧l,e,ŋʔ,ʈʂʰ,an,3,,,,
19063,䩷,p,ɑŋ,³³,,,,p,ɑŋ,1,p,ɔ:,ŋ,˥
19064,䩸,ȵj,ʊŋ,³⁵,nj,o,ŋs,ʐ,ʊŋ,2,ts,ʊ,ŋ,˩˨
19065,䩹,ɦɰ,ɛk̲̲,³,,,,,ɤ,2,ŋ,ɐ,k,˨
19066,䩺,ʔ,uŋ,³³,,,,,,1,ts,ʊ,ŋ,˥
19067,䩻,,,,,,,p,a,4,p,a:,,˧
19068,䩼,bj,ʊŋ,³³,,,,f,ɤŋ,2,f,ʊ,ŋ,˩˨
19069,䩽,ʔ,u,³¹,,,,,y,1,ts,y:,,˥
19070,䩾,tɕjæ,,³¹,,,,ʈʂ,ɤ,4,ts,ɛ:,,˧
19071,䩿,bj,un,³³,,,,f,ən,2,p,a:,n,˨
19072,䪀,,,,,,,k,wan,3,f,a:,t,˥
19073,䪁,pj,ʊk̲̲,³,,,,p,u,3,p,ʊ,k,˨
