codepoint,char,middle_chinese,initial,final,tone,old_initial,old_nucleus,old_coda
20391,侧,tʂɨk³̲³̲,tʂ,ɨk̲̲,³,,,
20392,侨,ɡɰiᴇu³³,ɡɰ,iᴇu,³³,,,
20393,侩,,,,,,,
20394,侪,,,,,,,
20395,侫,,,,,,,
20396,侬,nu̯oŋ³³,n,u̯oŋ,³³,,,
20397,侭,,,,,,,
20398,侮,mjʊ³¹,mj,ʊ,³¹,m,ɯ,ʔ
20399,侯,ɦu³³,ɦ,u,³³,ɡ,o,̠
20400,侰,ɡʷɰin³⁵,ɡʷɰ,in,³⁵,,,
20401,侱,tʰeŋ³⁵,tʰ,eŋ,³⁵,,,
20402,侲,ʈʰin³³,ʈʰ,in,³³,plj,ɯ,n
20403,侳,dzʷɑ³⁵,dzʷ,ɑ,³⁵,s,o,l
20404,侴,,,,,,,
20405,侵,tsʰim³³,tsʰ,im,³³,skh,i,m
20406,侶,ljɤ³⁵,lj,ɤ,³⁵,,,
20407,侷,ɡjʊk³̲³̲,ɡj,ʊk̲̲,³,,,
20408,侸,dʑjʊ³⁵,dʑj,ʊ,³⁵,k‧l,o,̠
20409,侹,tʰeŋ³⁵,tʰ,eŋ,³⁵,kh‧l,e,̠ŋs
20410,侺,dʑim³¹,dʑ,im,³¹,,,
20411,侻,tʰʷɑt³̲³̲,tʰʷ,ɑt̲̲,³,kh‧l,o,̠d
20412,侼,bu̯ot³̲³̲,b,u̯ot̲̲,³,,,
20413,侽,,,,,,,
20414,侾,hɰæu³³,hɰæ,u,³³,,,
20415,便,biᴇn³³,b,iᴇn,³³,b,e,ns
20416,俀,tʰu̯oi³⁵,tʰ,u̯oi,³⁵,n̥,u,̠lʔ
20417,俁,ŋjʊ³⁵,ŋj,ʊ,³⁵,,,
20418,係,ɦei³¹,ɦ,ei,³¹,k,e,̠ɡs
20419,促,tsʰjʊk³̲³̲,tsʰj,ʊk̲̲,³,sh,o,ɡ
20420,俄,ŋɑ³³,ŋ,ɑ,³³,ŋ,a,̠l
20421,俅,ɡɨu³³,ɡ,ɨu,³³,ɡ,u,
20422,俆,zjɤ³³,zj,ɤ,³³,sɢl,a,
20423,俇,ɡʷjaŋ³³,ɡʷj,aŋ,³³,ɡʷ,a,ŋʔ
20424,俈,kʰu̯ok³̲³̲,kʰ,u̯ok̲̲,³,kh,u,̠ɡ
20425,俉,ŋu̯o³³,ŋ,u̯o,³³,ŋ,a,̠s
20426,俊,tsʷin³¹,tsʷ,in,³¹,sk,u,ns
20427,俋,ɖit³̲³̲,ɖ,it̲̲,³,ɡ‧r,ɯ,b
20428,俌,pʰjʊ³⁵,pʰj,ʊ,³⁵,ph,a,ʔ
20429,俍,ljaŋ³³,lj,aŋ,³³,r,a,̠ŋʔ
20430,俎,tʂjɤ³¹,tʂj,ɤ,³¹,skr,a,ʔ
20431,俏,siᴇu³¹,s,iᴇu,³¹,sph,e,ws
20432,俐,,,,,,,
20433,俑,jʊŋ³⁵,j,ʊŋ,³⁵,kh‧l,o,̠ŋ
20434,俒,ɦu̯on³³,ɦ,u̯on,³³,ɡ,u,̠ns
20435,俓,ŋɰɛŋ³³,ŋɰ,ɛŋ,³³,ŋɡr,e,̠ŋ
20436,俔,kʰen³¹,kʰ,en,³¹,kh,e,̠ns
20437,俕,səm³⁵,s,əm,³⁵,,,
20438,俖,pʰəi³⁵,pʰ,əi,³⁵,ph,ɯ,̠ʔ
20439,俗,zjʊk³̲³̲,zj,ʊk̲̲,³,sɢl,o,ɡ
20440,俘,pʰjʊ³³,pʰj,ʊ,³³,ph,u,w
20441,俙,hɨi³³,h,ɨi,³³,qhl,ɯ,l
20442,俚,lɨ³¹,l,ɨ,³¹,m,ə,r
20443,俛,pjʊ³⁵,pj,ʊ,³⁵,mr,o,nʔ
20444,俜,beŋ³³,b,eŋ,³³,phl,e,ŋs
20445,保,pɑu³⁵,p,ɑu,³⁵,p,u,̠ʔ
20446,俞,jʊ³³,j,ʊ,³³,kh‧l,u,s
20447,俟,ʐɨ³⁵,ʐ,ɨ,³⁵,sɡr,ɯ,ʔ
20448,俠,kɰɛp³̲³̲,kɰ,ɛp̲̲,³,ɡ,e,̠b
20449,信,sin³¹,s,in,³¹,l̥j,i,ns
20450,俢,sɨu³³,s,ɨu,³³,,,
20451,俣,ŋjʊ³⁵,ŋj,ʊ,³⁵,ŋɡʷ,a,ʔ
20452,俤,,,,,ɡ‧l,i,̠lʔ
20453,俥,,,,,,,
20454,俦,,,,,,,
20455,俧,,,,,,,
20456,俨,ŋjam³⁵,ŋj,am,³⁵,,,
20457,俩,,,,,,,
20458,俪,lei³¹,l,ei,³¹,,,
20459,俫,,,,,,,
20460,俬,,,,,,,
20461,俭,ɡɰiᴇm³⁵,ɡɰ,iᴇm,³⁵,,,
20462,修,sɨu³³,s,ɨu,³³,skl,ɯ,w
20463,俯,pjʊ³⁵,pj,ʊ,³⁵,p,o,ʔ
20464,俰,ɦʷɑ³¹,ɦʷ,ɑ,³¹,,,
20465,俱,kjʊ³³,kj,ʊ,³³,k,o,
20466,俲,,,,,ɡr,e,̠ws
20467,俳,bɰɛi³³,bɰ,ɛi,³³,br,ɯ,̠l
20468,俴,tsiᴇn³⁵,ts,iᴇn,³⁵,z,e,nʔ
20469,俵,pɰiᴇu³¹,pɰ,iᴇu,³¹,,,
20470,俶,tʰek³̲³̲,tʰ,ek̲̲,³,khj,ɯ,wɡ
20471,俷,pʰʷɨi³⁵,pʰʷ,ɨi,³⁵,ph,ɯ,lʔ
20472,俸,pʰjʊŋ³⁵,pʰj,ʊŋ,³⁵,p,o,̠ŋʔ
20473,俹,ʔɰæ³³,ʔɰæ,,³³,,,
20474,俺,ʔjam³¹,ʔj,am,³¹,qr,o,ms
20475,俻,bɰi³¹,bɰ,i,³¹,br,ɯ,ɡs
20476,俼,,,,,,,
20477,俽,hɨn³³,h,ɨn,³³,,,
20478,俾,pei³³,p,ei,³³,p,e,ʔ
20479,俿,ŋɰiᴇi³¹,ŋɰ,iᴇi,³¹,ɡ‧l,e,
20480,倀,ʈʰjaŋ³³,ʈʰj,aŋ,³³,kh‧l,a,ŋ
20481,倁,,,,,,,
20482,倂,,,,,,,
20483,倃,ɡɨu³⁵,ɡ,ɨu,³⁵,ɡ,u,wʔ
20484,倄,ɦɰæu³³,ɦɰæ,u,³³,ɡr,a,̠w
20485,倅,tsʰu̯oi³¹,tsʰ,u̯oi,³¹,sh,u,̠ds
20486,倆,ljaŋ³⁵,lj,aŋ,³⁵,,,
20487,倇,ʔʷjɤn³⁵,ʔʷj,ɤn,³⁵,q,o,nʔ
20488,倈,lɨ³³,l,ɨ,³³,ɡ,ə,r
20489,倉,tsʰɑŋ³³,tsʰ,ɑŋ,³³,sh,a,̠ŋ
20490,倊,tsuŋ³¹,ts,uŋ,³¹,,,
20491,個,kɑ³¹,k,ɑ,³¹,k,a,̠ls
20492,倌,kʷɑn³³,kʷ,ɑn,³³,k,o,̠n
20493,倍,bu̯oi³⁵,b,u̯oi,³⁵,b,ɯ,̠ʔ
20494,倎,tʰen³⁵,tʰ,en,³⁵,,,
20495,倏,ʈʰɨu³³,ʈʰ,ɨu,³³,qhlj,ɯ,wɡ
20496,倐,ɕjuk³̲³̲,ɕj,uk̲̲,³,,,
20497,們,mən³¹,m,ən,³¹,,,
20498,倒,tɑu³¹,t,ɑu,³¹,t,a,̠wʔ
20499,倓,dɑm³⁵,d,ɑm,³⁵,ɡ‧l,a,̠ms
20500,倔,,,,,ɡl,u,d
20501,倕,dʑʷiᴇ³³,dʑʷ,iᴇ,³³,dj,o,l
20502,倖,ɦɰɛŋ³⁵,ɦɰ,ɛŋ,³⁵,ɡr,e,̠ŋʔ
20503,倗,pʰəi³⁵,pʰ,əi,³⁵,ph,ɯ,̠ŋʔ
20504,倘,tɕʰjaŋ³⁵,tɕʰj,aŋ,³⁵,kh‧l,a,̠ŋʔ
20505,候,ɦu³¹,ɦ,u,³¹,ɡ,o,̠s
20506,倚,ʔɰiᴇ³³,ʔɰ,iᴇ,³³,qr,a,lʔ
20507,倛,kʰɨ³¹,kʰ,ɨ,³¹,kh,ɯ,s
20508,倜,tʰek³̲³̲,tʰ,ek̲̲,³,kh‧l,ɯ,̠wɡ
20509,倝,kɑn³¹,k,ɑn,³¹,k,a,̠ns
20510,倞,ɡjaŋ³¹,ɡj,aŋ,³¹,ɡr,a,ŋs
20511,借,tsjæ³¹,tsjæ,,³¹,s,a,ɡs
20512,倠,hu̯oi³⁵,h,u̯oi,³⁵,qh,u,l
20513,倡,tɕʰjaŋ³³,tɕʰj,aŋ,³³,thj,a,ŋ
20514,倢,tsiᴇp³̲³̲,ts,iᴇp̲̲,³,z,e,b
20515,倣,pʷjaŋ³⁵,pʷj,aŋ,³⁵,p,a,ŋʔ
20516,値,,,,,,,
20517,倥,kʰuŋ³³,kʰ,uŋ,³³,kh,o,̠ŋ
20518,倦,ɡʷɰiᴇn³⁵,ɡʷɰ,iᴇn,³⁵,ɡr,o,ns
20519,倧,tsu̯oŋ³³,ts,u̯oŋ,³³,,,
20520,倨,kjɤ³¹,kj,ɤ,³¹,k,a,s
20521,倩,tsʰiᴇŋ³¹,tsʰ,iᴇŋ,³¹,sh,i,̠ŋs
20522,倪,ŋei³³,ŋ,ei,³³,ŋɡ,e,̠
20523,倫,lʷin³³,lʷ,in,³³,ɡ,ə,r
20524,倬,ʈʰɰɔk³̲³̲,ʈʰɰɔk̲̲,,³,k‧r,e,̠wɡ
20525,倭,ʔʷɰiᴇ³³,ʔʷɰ,iᴇ,³³,qr,o,l
20526,倮,ɦʷɰæ³⁵,ɦʷɰæ,,³⁵,ɡ,ə,r
20527,倯,sjʊŋ³³,sj,ʊŋ,³³,skl,o,ŋ
20528,倰,ləŋ³¹,l,əŋ,³¹,,,
20529,倱,ɦu̯on³⁵,ɦ,u̯on,³⁵,ɡ,u,̠nʔ
20530,倲,tuŋ³¹,t,uŋ,³¹,,,
20531,倳,tʂɨ³¹,tʂ,ɨ,³¹,skr,ɯ,s
20532,倴,,,,,,,
20533,倵,,,,,,,
20534,倶,,,,,,,
20535,倷,,,,,,,
20536,倸,,,,,,,
20537,倹,,,,,,,
20538,债,tʂɰɛ³¹,tʂɰ,ɛ,³¹,,,
20539,倻,,,,,,,
20540,值,ɖɨ³¹,ɖ,ɨ,³¹,d,ɯ,ɡ
20541,倽,,,,,,,
20542,倾,kʰʷiᴇŋ³³,kʰʷ,iᴇŋ,³³,,,
20543,倿,,,,,,,
20544,偀,,,,,,,
20545,偁,tɕʰɨŋ³¹,tɕʰ,ɨŋ,³¹,thj,ɯ,ŋ
20546,偂,,,,,,,
20547,偃,ʔjɤn³⁵,ʔj,ɤn,³⁵,q,a,nʔ
20548,偄,ȵʷiᴇn³⁵,ȵʷ,iᴇn,³⁵,n,o,̠ns
20549,偅,tɕjʊŋ³¹,tɕj,ʊŋ,³¹,,,
20550,偆,tɕʰʷin³⁵,tɕʰʷ,in,³⁵,khlj,u,nʔ
20551,假,kɰæ³¹,kɰæ,,³¹,kr,a,̠s
20552,偈,ɡʷɰiᴇt³̲³̲,ɡʷɰ,iᴇt̲̲,³,ɡr,a,ds
20553,偉,ɦʲʷɨi³¹,ɦʲʷ,ɨi,³¹,ɢʷ,ɯ,lʔ
20554,偊,ɦʲjʊ³⁵,ɦʲj,ʊ,³⁵,ɢʷ,a,ʔ
20555,偋,biᴇŋ³¹,b,iᴇŋ,³¹,b,e,ŋs
20556,偌,ȵjæ³¹,ȵjæ,,³¹,,,
20557,偍,,,,,ɡ‧l,e,̠
20558,偎,ʔu̯oi³³,ʔ,u̯oi,³³,q,u,̠l
20559,偏,pʰiᴇn³¹,pʰ,iᴇn,³¹,ph,e,n
20560,偐,ŋɰæn³¹,ŋɰæn,,³¹,,,
20561,偑,pjuŋ³³,pj,uŋ,³³,,,
20562,偒,tʰɑŋ³⁵,tʰ,ɑŋ,³⁵,,,
20563,偓,ʔɰɔk³̲³̲,ʔɰɔk̲̲,,³,qr,o,̠ɡ
20564,偔,ŋɑk³̲³̲,ŋ,ɑk̲̲,³,,,
20565,偕,kɰɛi³³,kɰ,ɛi,³³,kr,i,̠l
20566,偖,,,,,,,
20567,偗,ʂɰjæŋ³⁵,ʂɰjæŋ,,³⁵,,,
20568,偘,kʰɑn³¹,kʰ,ɑn,³¹,,,
20569,偙,tʰei³¹,tʰ,ei,³¹,,,
20570,做,,,,,,,
20571,偛,tʂip³̲³̲,tʂ,ip̲̲,³,,,
20572,停,deŋ³³,d,eŋ,³³,d,e,̠ŋ
20573,偝,bəi³³,b,əi,³³,b,ɯ,̠ɡs
20574,偞,jiᴇp³̲³̲,j,iᴇp̲̲,³,ɢl,e,b
20575,偟,ɦʷɑŋ³³,ɦʷ,ɑŋ,³³,ɡʷ,a,̠ŋ
20576,偠,jiᴇu³⁵,j,iᴇu,³⁵,q,e,̠wʔ
20577,偡,dəm³⁵,d,əm,³⁵,ɡ‧r,u,̠mʔ
20578,偢,tsʰiᴇu³¹,tsʰ,iᴇu,³¹,,,
20579,偣,,,,,,,
20580,偤,jɨu³³,j,ɨu,³³,,,
20581,健,ɡjɤn³¹,ɡj,ɤn,³¹,ɡ,a,ns
20582,偦,sjɤ³³,sj,ɤ,³³,,,
20583,偧,,,,,,,
20584,偨,tʂʰɰiᴇ³³,tʂʰɰ,iᴇ,³³,shr,e,
20585,偩,bɨu³⁵,b,ɨu,³⁵,b,ɯ,ʔ
20586,偪,pɨk³̲³̲,p,ɨk̲̲,³,pr,ɯ,ɡ
20587,偫,ɖɨ³⁵,ɖ,ɨ,³⁵,ɡ‧l,ɯ,ʔ
20588,偬,tsuŋ³¹,ts,uŋ,³¹,sk,o,̠ŋʔ
20589,偭,miᴇn³⁵,m,iᴇn,³⁵,m,e,nʔ
20590,偮,tʂip³̲³̲,tʂ,ip̲̲,³,,,
20591,偯,ɦʲɨ³⁵,ɦʲ,ɨ,³⁵,q,ɯ,lʔ
20592,偰,siᴇt³̲³̲,s,iᴇt̲̲,³,skl,e,̠d
20593,偱,,,,,,,
20594,偲,sɨ³³,s,ɨ,³³,sl,ɯ,
20595,偳,tʰʷɑn³³,tʰʷ,ɑn,³³,,,
20596,側,tʂɨk³̲³̲,tʂ,ɨk̲̲,³,skr,ɯ,ɡ
20597,偵,ʈʰiᴇŋ³¹,ʈʰ,iᴇŋ,³¹,rt,e,̠ŋs
20598,偶,ŋu³¹,ŋ,u,³¹,ŋ,o,̠s
20599,偷,tʰu³³,tʰ,u,³³,kh‧l,o,̠
20600,偸,,,,,,,
20601,偹,,,,,br,ɯ,ɡs
20602,偺,,,,,,,
20603,偻,,,,,,,
20604,偼,,,,,,,
20605,偽,ŋʷɑ³³,ŋʷ,ɑ,³³,ŋɡʷr,a,ls
20606,偾,,,,,,,
20607,偿,dʑjaŋ³³,dʑj,aŋ,³³,,,
20608,傀,ku̯oi³³,k,u̯oi,³³,k,u,̠l
20609,傁,ʂɨu³³,ʂ,ɨu,³³,sl,u,̠ʔ
20610,傂,siᴇ³³,s,iᴇ,³³,skl,e,
20611,傃,su̯o³¹,s,u̯o,³¹,sl,a,̠s
20612,傄,hɰɛt³̲³̲,hɰ,ɛt̲̲,³,,,
20613,傅,bjʊ³¹,bj,ʊ,³¹,p,a,ɡs
20614,傆,ŋʷɰæn³¹,ŋʷɰæn,,³¹,ŋɡ,o,ns
20615,傇,ȵjʊŋ³⁵,ȵj,ʊŋ,³⁵,,,
20616,傈,,,,,,,
20617,傉,nu̯ok³̲³̲,n,u̯ok̲̲,³,,,
20618,傊,bɨu³⁵,b,ɨu,³⁵,,,
20619,傋,kɰɔŋ³⁵,kɰɔŋ,,³⁵,kr,o,̠ŋʔ
20620,傌,mɰæ³¹,mɰæ,,³¹,mr,a,̠s
20621,傍,pɰæŋ³³,pɰæŋ,,³³,b,a,̠ŋ
20622,傎,ten³³,t,en,³³,k‧l,i,̠n
20623,傏,dɑŋ³³,d,ɑŋ,³³,,,
20624,傐,,,,,khr,o,̠wɡ
20625,傑,ɡjɤt³̲³̲,ɡj,ɤt̲̲,³,ɡr,a,d
20626,傒,ɦei³³,ɦ,ei,³³,ɡ,e,̠
20627,傓,ɕiᴇn³¹,ɕ,iᴇn,³¹,l̥,e,ns
20628,傔,kʰem³¹,kʰ,em,³¹,kh,e,̠ms
20629,傕,kʰɰɔk³̲³̲,kʰɰɔk̲̲,,³,kr,o,̠wɡ
20630,傖,tsʰɑŋ³³,tsʰ,ɑŋ,³³,,,
20631,傗,ʈʰjuk³̲³̲,ʈʰj,uk̲̲,³,kh‧l,u,ɡ
20632,傘,,,,,sl,a,̠nʔ
20633,備,bɰi³¹,bɰ,i,³¹,br,ɯ,ɡs
20634,傚,ɦɰæu³¹,ɦɰæ,u,³¹,ɡr,e,̠ws
20635,傛,jʊŋ³⁵,j,ʊŋ,³⁵,ɢl,o,ŋʔ
20636,傜,jiᴇu³³,j,iᴇu,³³,l,e,w
20637,傝,tʰɑp³̲³̲,tʰ,ɑp̲̲,³,,,
20638,傞,tsʰɑ³³,tsʰ,ɑ,³³,sl,a,̠l
20639,傟,ʔɰɔŋ³⁵,ʔɰɔŋ,,³⁵,,,
20640,傠,bʷjɤt³̲³̲,bʷj,ɤt̲̲,³,,,
20641,傡,,,,,,,
20642,傢,,,,,,,
20643,傣,,,,,,,
20644,傤,,,,,,,
20645,傥,,,,,,,
20646,傦,,,,,,,
20647,傧,,,,,,,
20648,储,ɖjɤ³³,ɖj,ɤ,³³,,,
20649,傩,nɑ³³,n,ɑ,³³,,,
20650,傪,ʂim³³,ʂ,im,³³,sh,u,̠m
20651,傫,lʷi³³,lʷ,i,³³,r,u,lʔ
20652,催,tsʰu̯oi³³,tsʰ,u̯oi,³³,skh,u,̠l
20653,傭,jʊŋ³³,j,ʊŋ,³³,l,o,ŋ
20654,傮,zɨu³³,z,ɨu,³³,sk,u,̠
20655,傯,tsʰuŋ³³,tsʰ,uŋ,³³,sk,o,̠ŋʔ
20656,傰,bu̯oi³⁵,b,u̯oi,³⁵,b,ɯ,̠ŋ
20657,傱,ʂɰɔŋ³⁵,ʂɰɔŋ,,³⁵,sl,o,ŋʔ
20658,傲,ŋɑu³¹,ŋ,ɑu,³¹,ŋɡ,a,̠ws
20659,傳,ɖʷiᴇn³¹,ɖʷ,iᴇn,³¹,d,o,ns
20660,傴,ʔjʊ³⁵,ʔj,ʊ,³⁵,q,o,ʔ
20661,債,tʂɰɛ³¹,tʂɰ,ɛ,³¹,sr,e,̠ɡs
20662,傶,tsuk³̲³̲,ts,uk̲̲,³,sk,u,ɡ
20663,傷,jaŋ³³,j,aŋ,³³,l̥,a,ŋ
20664,傸,tʂʰjaŋ³⁵,tʂʰj,aŋ,³⁵,shr,a,ŋʔ
20665,傹,ɡjaŋ³¹,ɡj,aŋ,³¹,k,a,ŋ
20666,傺,ʈʰiᴇi³¹,ʈʰ,iᴇi,³¹,kh‧l,e,ds
20667,傻,ʂʷɰæ³⁵,ʂʷɰæ,,³⁵,,,
20668,傼,hɑn³¹,h,ɑn,³¹,,,
20669,傽,tɕjaŋ³³,tɕj,aŋ,³³,klj,a,ŋ
20670,傾,kʰʷiᴇŋ³⁵,kʰʷ,iᴇŋ,³⁵,khʷ,e,ŋ
20671,傿,ʔɨn³¹,ʔ,ɨn,³¹,q,a,ns
20672,僀,tei³¹,t,ei,³¹,,,
20673,僁,sit³̲³̲,s,it̲̲,³,sl,i,̠d
20674,僂,lu³³,l,u,³³,ɡ,ə,r
20675,僃,,,,,br,ɯ,ɡs
20676,僄,pʰiᴇu³¹,pʰ,iᴇu,³¹,ph,e,ws
20677,僅,,,,,ɡr,ɯ,ns
20678,僆,liᴇn³³,l,iᴇn,³³,b,ə,r
20679,僇,ljuk³̲³̲,lj,uk̲̲,³,ɡ,ə,r
20680,僈,mɰæn³¹,mɰæn,,³¹,mr,o,̠ns
20681,僉,tsʰjam³¹,tsʰj,am,³¹,skh,o,m
20682,僊,siᴇn³³,s,iᴇn,³³,sl,e,n
20683,僋,tʰəm³⁵,tʰ,əm,³⁵,,,
20684,僌,jɨŋ³³,j,ɨŋ,³³,,,
20685,働,,,,,,,
20686,僎,dʐʷiᴇn³⁵,dʐʷ,iᴇn,³⁵,sk,u,n
20687,像,jaŋ³¹,j,aŋ,³¹,sɢl,a,ŋʔ
20688,僐,dʑiᴇn³⁵,dʑ,iᴇn,³⁵,dj,e,nʔ
20689,僑,ɡɰiᴇu³³,ɡɰ,iᴇu,³³,ɡr,e,w
20690,僒,kʷɰiᴇn³³,kʷɰ,iᴇn,³³,ɡr,u,nʔ
20691,僓,hʷɰɛi³³,hʷɰ,ɛi,³³,ɡ,u,̠ls
20692,僔,dzʷɑn³³,dzʷ,ɑn,³³,s,u,̠nʔ
20693,僕,pʰuk³̲³̲,pʰ,uk̲̲,³,b,u,̠ɡ
20694,僖,hɨ³³,h,ɨ,³³,qh,ɯ,
20695,僗,lɑu³¹,l,ɑu,³¹,,,
20696,僘,tɕʰjaŋ³⁵,tɕʰj,aŋ,³⁵,,,
20697,僙,kʷɰæŋ³³,kʷɰæŋ,,³³,,,
20698,僚,liᴇu³⁵,l,iᴇu,³⁵,ɡ,ə,r
20699,僛,kʰɨ³³,kʰ,ɨ,³³,kh,ɯ,
20700,僜,ʈʰɨŋ³³,ʈʰ,ɨŋ,³³,,,
20701,僝,dʐʷiᴇn³¹,dʐʷ,iᴇn,³¹,sɡʷr,e,ns
20702,僞,ŋʷɰiᴇ³¹,ŋʷɰ,iᴇ,³¹,ŋɡʷr,a,ls
20703,僟,kɨi³³,k,ɨi,³³,k,ɯ,l
20704,僠,pʷɑ³³,pʷ,ɑ,³³,ph,a,n
20705,僡,,,,,,,
20706,僢,tɕʰʷin³⁵,tɕʰʷ,in,³⁵,thj,u,nʔ
20707,僣,tʰet³̲³̲,tʰ,et̲̲,³,th,i,̠d
20708,僤,dʑiᴇn³⁵,dʑ,iᴇn,³⁵,d,a,̠ns
20709,僥,keu³⁵,k,eu,³⁵,k,e,̠wʔ
20710,僦,tsɨu³¹,ts,ɨu,³¹,s,u,ɡs
20711,僧,dzɨŋ³³,dz,ɨŋ,³³,sl,ɯ,̠ŋ
20712,僨,pjun³¹,pj,un,³¹,p,ɯ,ns
20713,僩,ɦɰæn³⁵,ɦɰæn,,³⁵,kr,e,̠nʔ
20714,僪,jʷit³̲³̲,jʷ,it̲̲,³,kʷ,i,̠d
20715,僫,ʔɑk³̲³̲,ʔ,ɑk̲̲,³,,,
20716,僬,tsiᴇu³⁵,ts,iᴇu,³⁵,sk,e,ws
20717,僭,tsʰim³³,tsʰ,im,³³,sk,ɯ,̠ms
20718,僮,duŋ³³,d,uŋ,³³,d,o,̠ŋ
20719,僯,lin³⁵,l,in,³⁵,,,
20720,僰,bɨk³̲³̲,b,ɨk̲̲,³,br,ɯ,ɡ
20721,僱,,,,,,,
20722,僲,,,,,,,
20723,僳,,,,,,,
20724,僴,ɦɰæn³⁵,ɦɰæn,,³⁵,,,
20725,僵,kjaŋ³³,kj,aŋ,³³,k,a,ŋ
20726,僶,,,,,mbl,i,ŋʔ
20727,僷,jiᴇp³̲³̲,j,iᴇp̲̲,³,ɢl,e,b
20728,僸,ŋɰim³⁵,ŋɰ,im,³⁵,kr,ɯ,ms
20729,價,kʰɰæ³⁵,kʰɰæ,,³⁵,kr,a,̠s
20730,僺,tsʰiᴇu³¹,tsʰ,iᴇu,³¹,,,
20731,僻,pʰek³̲³̲,pʰ,ek̲̲,³,ph,e,̠ɡ
20732,僼,,,,,,,
20733,僽,dʐɨu³¹,dʐ,ɨu,³¹,,,
20734,僾,ʔɨi³⁵,ʔ,ɨi,³⁵,q,ɯ,lʔ
20735,僿,sɨ³¹,s,ɨ,³¹,qhj,ɯ,ɡs
20736,儀,ŋɰiᴇ³³,ŋɰ,iᴇ,³³,ŋr,a,l
20737,儁,tsʷin³¹,tsʷ,in,³¹,sk,u,ns
20738,儂,nu̯oŋ³³,n,u̯oŋ,³³,n,u,̠ŋ
20739,儃,tɕiᴇn³⁵,tɕ,iᴇn,³⁵,dj,a,n
20740,億,ʔɨk³̲³̲,ʔ,ɨk̲̲,³,qr,ɯ,ɡ
20741,儅,tɑŋ³¹,t,ɑŋ,³¹,,,
20742,儆,kɰjæŋ³⁵,kɰjæŋ,,³⁵,kr,e,ŋʔ
20743,儇,hʷiᴇn³³,hʷ,iᴇn,³³,qhʷ,e,n
20744,儈,kʷɑi³¹,kʷ,ɑi,³¹,k,o,̠bs
20745,儉,ɡɰiᴇm³⁵,ɡɰ,iᴇm,³⁵,ɡr,o,mʔ
20746,儊,tʂʰjɤ³¹,tʂʰj,ɤ,³¹,,,
20747,儋,dɑm³³,d,ɑm,³³,k‧l,a,̠m
20748,儌,keu³³,k,eu,³³,kl,e,̠wʔ
20749,儍,,,,,,,
20750,儎,,,,,,,
20751,儏,,,,,,,
20752,儐,pin³¹,p,in,³¹,p,i,ns
20753,儑,ŋɑp³̲³̲,ŋ,ɑp̲̲,³,ŋɡl,ɯ,̠ms
20754,儒,ȵjʊ³³,ȵj,ʊ,³³,nj,o,
20755,儓,tʰəi³³,tʰ,əi,³³,d,ɯ,̠
20756,儔,dɑu³¹,d,ɑu,³¹,ɡ‧l,u,̠s
20757,儕,dzei³¹,dz,ei,³¹,zr,i,̠l
20758,儖,lɑm³³,l,ɑm,³³,,,
20759,儗,ŋɨ³¹,ŋ,ɨ,³¹,ŋɡ,ɯ,ʔ
20760,儘,,,,,,,
20761,儙,,,,,,,
20762,儚,mjuŋ³³,mj,uŋ,³³,m,ɯ,̠ŋ
20763,儛,mjʊ³⁵,mj,ʊ,³⁵,m,a,ʔ
20764,儜,ɳɰɛŋ³³,ɳɰ,ɛŋ,³³,,,
20765,儝,,,,,,,
20766,儞,ɳɰiᴇ³⁵,ɳɰ,iᴇ,³⁵,,,
20767,償,dʑjaŋ³³,dʑj,aŋ,³³,ɡlj,a,ŋs
20768,儠,liᴇp³̲³̲,l,iᴇp̲̲,³,r,a,b
20769,儡,lu̯oi³¹,l,u̯oi,³¹,r,u,̠l
20770,儢,ljɤ³⁵,lj,ɤ,³⁵,ɡ,ə,r
20771,儣,kʰʷɑŋ³⁵,kʰʷ,ɑŋ,³⁵,,,
20772,儤,,,,,,,
20773,儥,dek³̲³̲,d,ek̲̲,³,ɡ‧l,o,̠ɡ
20774,儦,pɰiᴇu³³,pɰ,iᴇu,³³,pr,e,w
20775,儧,tsʷɑn³⁵,tsʷ,ɑn,³⁵,s,o,̠nʔ
20776,儨,,,,,,,
20777,儩,sɰiᴇ³¹,sɰ,iᴇ,³¹,l̥j,e,ɡs
20778,優,ʔɨu³³,ʔ,ɨu,³³,ql,u,
20779,儫,,,,,,,
20780,儬,tʂʰɰjæŋ³¹,tʂʰɰjæŋ,,³¹,,,
20781,儭,,,,,,,
20782,儮,lek³̲³̲,l,ek̲̲,³,,,
20783,儯,dəŋ³³,d,əŋ,³³,,,
20784,儰,ɦʲʷiᴇ³⁵,ɦʲʷ,iᴇ,³⁵,ɢʷ,a,lʔ
20785,儱,luŋ³³,l,uŋ,³³,,,
20786,儲,ɖjɤ³³,ɖj,ɤ,³³,ɡ‧l,a,
20787,儳,tʂʰɰæm³¹,tʂʰɰæm,,³¹,zr,ɯ,̠m
20788,儴,ȵjaŋ³³,ȵj,aŋ,³³,mlj,a,ŋ
20789,儵,ɕjuk³̲³̲,ɕj,uk̲̲,³,qhlj,ɯ,wɡ
20790,儶,ɦʷei³¹,ɦʷ,ei,³¹,,,
20791,儷,lei³¹,l,ei,³¹,b,ə,r
20792,儸,ljæ³³,ljæ,,³³,,,
20793,儹,,,,,s,o,̠nʔ
20794,儺,nɑ³³,n,ɑ,³³,mɡl,a,̠l
